CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,engagement_score,login_frequency,purchase_count,support_tickets,previous_campaign_response,treatment,outcome,Geography_Germany,Geography_Spain
516,1,33,7,115195.58,1,1,1,11205.5,86,11,3,0,0,0,1,0,0
789,0,43,9,116644.29,2,1,1,60176.1,57,11,8,3,1,1,1,1,0
598,1,20,8,180293.84,2,1,1,29552.7,58,13,13,3,0,0,1,1,0
669,0,30,7,139872.81,1,1,0,188795.85,73,14,2,1,1,1,1,1,0
645,0,24,3,34547.82,1,1,1,11638.17,70,6,0,3,1,1,1,0,0
659,0,32,9,0.0,2,1,1,93155.75,38,14,10,3,1,1,1,0,0
833,1,29,1,96462.25,2,0,1,48986.18,48,12,0,3,0,1,1,1,0
697,0,40,7,130334.35,2,0,1,116951.1,97,1,11,2,0,1,1,0,1
580,1,39,3,119688.81,1,1,0,137041.26,35,14,8,5,0,1,0,1,0
691,1,38,1,0.0,2,0,0,44653.5,26,10,4,6,1,1,0,0,0
534,1,52,1,0.0,3,1,1,104035.41,80,8,14,3,0,0,0,0,0
478,0,32,6,71187.24,1,1,1,110593.62,22,13,17,5,0,0,1,0,0
572,0,47,2,0.0,2,1,0,36099.7,78,14,8,3,0,0,1,0,0
501,1,37,4,0.0,2,0,0,12470.3,35,2,12,4,1,0,1,0,0
624,0,38,8,0.0,2,1,0,95403.41,58,6,12,3,1,0,1,0,1
595,0,39,9,136422.41,1,1,1,151757.81,76,9,12,4,0,1,0,0,0
603,1,30,8,0.0,2,1,1,47536.46,16,1,9,4,1,1,1,0,0
602,0,25,0,0.0,2,1,1,101274.17,67,6,9,2,0,1,1,0,0
500,0,34,6,0.0,1,1,1,140268.45,58,8,6,4,0,0,1,0,0
422,1,41,6,153238.88,1,1,0,11663.09,62,10,4,3,1,0,0,0,0
615,1,35,7,0.0,2,1,0,150784.29,74,13,19,2,0,1,1,0,0
635,0,78,6,47536.4,1,1,1,119400.08,71,2,6,3,0,0,0,0,0
711,0,32,1,0.0,2,1,0,126188.42,26,5,19,4,1,1,1,0,0
834,1,36,8,142882.49,1,1,0,89983.02,52,6,9,4,1,0,1,0,0
633,0,44,7,0.0,2,1,0,29761.29,34,5,9,4,0,1,1,0,0
650,0,31,1,160566.11,2,0,0,27073.81,12,3,12,5,1,1,1,0,0
743,1,65,2,131935.51,1,1,1,96399.67,88,4,14,0,0,1,1,1,0
567,1,38,6,127678.8,2,0,0,45422.89,38,7,5,5,0,0,0,0,0
706,0,46,4,105214.58,1,1,0,108699.59,41,4,19,4,0,1,0,1,0
638,1,46,9,139859.54,1,1,0,38967.29,35,9,11,5,1,0,0,0,0
641,0,38,3,0.0,2,1,0,116466.19,25,11,18,5,0,0,0,0,0
574,0,34,5,112324.45,2,1,1,17993.43,34,12,10,4,0,1,1,0,0
642,1,30,8,134497.27,1,0,0,43250.54,63,14,5,3,1,0,1,1,0
722,0,35,1,120171.58,1,1,0,125240.8,37,13,0,4,1,0,1,0,1
623,1,23,1,106012.2,2,0,1,191415.94,82,13,1,2,1,1,1,0,0
681,1,25,5,0.0,1,0,1,90860.97,65,10,14,3,0,0,1,0,0
530,0,34,8,0.0,2,0,1,141872.52,74,2,3,2,1,1,1,0,0
797,0,55,10,0.0,4,1,1,49418.87,95,5,4,2,1,1,1,0,0
653,1,51,3,0.0,1,1,0,170426.65,89,8,14,2,0,0,1,0,0
850,1,42,8,119839.69,1,0,1,51016.02,50,14,10,2,0,1,0,1,0
581,1,34,1,0.0,2,0,1,81175.25,60,5,9,3,1,0,1,0,1
589,1,38,8,92219.21,1,1,0,99106.97,80,10,16,4,0,1,1,1,0
555,1,48,3,142055.41,2,0,1,79134.78,87,12,1,0,0,0,1,1,0
748,0,49,7,29602.08,1,0,0,163550.58,38,8,19,4,0,1,1,0,0
745,0,46,7,0.0,2,1,1,67769.94,92,8,9,2,0,1,1,0,0
730,1,34,1,0.0,2,1,1,126592.01,28,9,19,4,0,1,1,0,0
565,0,44,1,0.0,2,0,1,89602.81,75,10,2,3,0,0,1,0,0
778,1,37,3,141803.77,1,0,1,179421.84,50,6,18,3,1,0,0,0,0
812,1,24,10,0.0,2,1,1,156906.15,54,12,4,0,1,0,0,0,0
526,1,42,1,0.0,1,0,1,168486.02,24,4,2,4,0,0,1,0,0
708,0,47,0,126589.12,2,0,1,132730.07,12,12,7,5,0,0,1,0,0
680,1,33,2,108393.35,1,0,1,39057.67,20,11,4,5,0,1,1,0,0
567,1,43,2,115643.58,2,0,0,174606.35,62,3,11,2,1,0,0,0,1
564,1,48,5,132876.23,1,1,0,79259.77,55,12,13,5,1,0,0,0,1
709,0,24,3,110949.41,1,1,1,168515.61,39,14,6,3,1,1,1,0,0
629,1,46,1,130666.2,1,1,1,161125.67,66,5,10,2,1,0,1,0,0
510,0,45,10,103821.47,2,0,1,77878.62,27,6,7,3,0,0,1,0,0
506,0,32,3,0.0,1,1,1,80823.02,60,3,4,4,0,1,1,0,0
605,1,39,7,0.0,1,0,1,119348.28,57,2,7,2,0,0,1,0,0
650,1,32,1,132187.73,2,1,1,178331.36,75,7,11,3,1,1,1,0,1
850,1,49,8,98649.55,1,1,0,119174.88,17,11,14,4,1,0,1,1,0
489,1,38,2,126444.08,2,1,1,82662.73,31,5,18,4,0,1,1,1,0
659,0,30,8,154159.51,1,1,0,40441.1,15,9,15,3,0,0,1,1,0
753,0,43,5,0.0,2,1,0,109881.71,85,3,13,3,0,0,1,0,0
477,1,48,8,129250.0,2,1,1,157937.35,66,14,6,2,0,0,0,1,0
610,0,45,3,0.0,1,1,0,38276.84,45,8,7,4,0,0,0,0,1
619,0,33,2,167733.51,2,1,1,65222.48,88,6,6,1,1,1,1,0,0
619,0,31,2,56116.3,2,0,0,2181.94,66,4,17,3,0,0,1,1,0
758,0,30,3,141581.08,1,1,0,156249.06,58,12,5,3,1,1,1,0,0
516,1,50,7,139675.07,2,1,0,45591.23,54,12,18,4,1,1,1,1,0
789,0,27,8,66201.96,1,1,1,79458.12,91,9,3,2,1,0,1,0,0
687,0,44,9,0.0,2,0,0,103042.2,75,5,2,3,1,1,1,0,0
485,1,34,3,133658.24,1,1,0,70209.83,86,10,16,1,1,1,1,1,0
446,1,25,3,136202.78,1,1,0,176743.51,54,6,18,3,0,1,1,1,0
597,0,60,0,131778.08,1,0,0,10703.53,88,14,14,1,0,1,0,0,0
712,1,74,5,0.0,2,0,0,151425.82,29,13,5,6,0,0,0,0,1
522,0,34,3,0.0,2,1,1,3894.34,73,9,11,3,0,0,1,0,0
805,0,26,8,42712.87,2,1,1,28861.69,76,7,18,2,0,0,1,1,0
781,0,28,4,0.0,2,1,0,177703.15,92,12,5,1,0,1,1,0,0
689,0,57,4,0.0,2,1,0,136649.8,12,5,10,4,0,0,1,0,1
670,1,31,1,142631.54,2,1,1,175894.24,63,2,19,3,1,1,1,1,0
670,1,33,2,141204.65,2,1,0,76257.46,87,4,19,4,0,0,0,0,0
524,0,25,7,131402.21,1,0,0,193668.49,73,2,9,3,0,1,0,1,0
734,0,39,3,92636.96,2,1,1,125671.29,49,3,15,4,0,1,1,0,1
489,0,51,3,0.0,2,0,1,174098.28,68,10,17,3,0,1,1,0,0
578,0,31,5,102088.68,4,0,0,187866.21,64,12,13,4,0,0,1,1,0
622,1,39,9,0.0,2,0,1,100862.36,71,3,3,2,1,0,0,0,1
843,0,38,8,134887.53,1,1,1,10804.04,13,4,11,4,0,1,1,0,0
687,1,48,4,0.0,2,1,1,170893.85,69,6,19,1,0,1,1,0,0
700,1,28,8,159900.38,1,0,0,22698.56,84,12,7,2,1,0,1,0,1
410,0,50,2,102278.79,2,1,0,89822.48,39,3,6,4,0,1,1,1,0
537,0,41,0,0.0,2,0,1,175262.49,11,10,8,5,0,0,0,0,0
780,0,43,0,0.0,1,0,1,15705.27,71,14,16,1,1,1,1,0,0
652,1,58,6,0.0,2,0,1,170025.43,58,1,9,3,0,1,0,0,1
620,1,35,0,76989.97,1,1,1,17242.79,18,1,2,4,1,1,1,1,0
697,0,23,10,0.0,2,1,1,79734.23,40,9,7,4,0,0,1,0,0
786,1,35,3,0.0,2,1,0,92712.97,70,9,13,3,1,0,1,0,0
850,0,39,5,114491.82,1,1,0,99689.48,88,5,6,2,0,1,1,1,0
749,1,54,3,144768.94,1,1,0,93336.3,57,9,15,7,1,1,0,1,0
445,1,31,7,145056.59,1,1,1,175893.53,34,11,17,4,1,1,1,0,0
443,1,50,3,117206.3,1,1,0,42840.18,45,7,10,4,0,0,0,1,0
637,1,41,2,138014.4,2,1,0,140298.24,17,9,5,6,1,0,1,1,0
616,0,45,6,128352.59,3,1,1,144000.59,82,12,19,1,1,0,0,1,0
756,0,23,1,112568.31,1,1,1,113408.11,67,7,13,2,0,1,1,0,0
644,1,33,2,0.0,1,1,0,96420.58,54,9,12,4,1,1,1,0,0
850,1,41,1,176958.46,2,0,1,125806.3,71,2,3,3,0,1,1,1,0
703,0,38,9,99167.54,1,1,0,65720.92,48,11,19,5,1,0,1,1,0
684,0,42,3,103210.27,1,1,0,31002.03,67,11,19,1,0,0,1,0,1
706,0,48,10,104478.12,3,0,1,158248.71,90,8,10,1,1,1,1,1,0
580,1,61,8,125921.37,1,1,1,94677.83,92,7,17,2,0,1,0,0,1
777,0,35,3,0.0,2,1,1,17257.72,73,6,0,3,1,0,1,0,1
676,1,48,3,80697.44,1,0,0,101397.86,53,5,11,4,1,0,1,1,0
708,0,44,2,161887.81,2,1,0,84870.23,38,4,17,3,0,1,0,0,0
809,1,24,7,109558.36,1,1,0,183515.13,68,7,6,3,0,0,1,0,0
588,1,38,1,124271.26,1,1,0,75969.19,80,3,11,3,0,1,1,0,0
623,1,43,1,0.0,2,1,1,146379.3,18,8,0,5,1,0,1,0,0
537,1,42,1,190569.23,1,0,1,127154.8,15,2,3,3,0,1,1,0,1
536,1,53,2,143923.96,1,1,0,2019.78,38,1,17,3,1,1,0,0,1
769,1,48,2,96542.16,2,0,1,197885.72,67,11,14,4,1,0,0,0,0
690,1,33,5,0.0,2,1,0,138017.68,26,2,2,5,0,1,0,0,0
771,1,45,0,139825.56,1,0,0,170984.97,25,9,6,4,0,0,0,0,1
497,1,24,6,111769.14,2,1,0,55859.27,96,5,5,2,1,0,1,1,0
622,1,37,4,0.0,2,1,0,4459.5,12,11,14,7,1,0,0,0,1
602,1,30,9,113672.18,2,0,0,102135.92,30,8,14,4,1,1,1,0,1
543,0,32,7,147256.86,1,1,0,112771.95,73,3,5,2,0,0,1,0,0
520,1,45,7,107023.03,1,1,0,32903.93,99,7,7,1,0,0,0,0,1
669,1,37,1,125529.55,1,1,1,162260.93,45,2,7,3,1,0,1,0,0
631,0,41,0,0.0,1,0,0,87959.83,95,8,0,0,0,1,0,0,1
537,1,48,4,131834.8,1,1,0,166476.95,71,14,12,3,1,1,1,1,0
732,1,62,2,0.0,2,1,1,25438.87,51,7,12,4,1,0,0,0,0
844,1,56,5,99529.7,1,0,1,157230.06,85,12,10,3,1,0,0,0,1
838,1,35,0,0.0,2,0,1,197305.91,51,5,3,2,1,1,1,0,1
652,1,27,10,107303.72,2,0,0,44435.76,70,12,6,0,1,0,1,0,0
660,1,33,0,72783.42,1,0,0,181051.99,22,11,11,5,1,1,1,0,0
692,0,44,8,0.0,1,0,1,159069.37,20,4,12,6,0,0,0,0,1
588,0,35,0,0.0,2,1,1,155485.24,63,1,11,1,1,1,1,0,0
533,0,22,10,115743.6,1,0,0,43852.05,25,5,15,4,1,0,1,1,0
850,1,43,4,161256.53,1,1,1,140071.57,17,12,5,5,1,0,1,0,0
511,1,27,8,0.0,2,1,1,49089.36,68,9,13,1,1,1,1,0,0
530,1,44,6,0.0,2,0,0,55893.37,66,10,18,1,1,1,1,0,1
554,1,31,1,0.0,2,0,1,192660.55,49,4,15,2,1,0,1,0,0
585,0,40,3,162261.01,2,1,0,137028.51,68,13,3,2,0,1,1,1,0
754,1,39,3,74896.33,1,0,0,34430.16,11,9,4,3,0,0,0,0,0
474,1,54,3,0.0,1,1,0,108409.17,85,12,8,3,0,1,1,0,0
837,1,35,0,144037.6,1,1,0,145325.32,19,2,2,6,0,0,0,1,0
567,0,23,9,93522.2,1,0,1,81425.61,53,4,9,3,0,0,0,0,0
800,1,38,1,0.0,2,1,0,51553.43,20,9,16,5,0,1,1,0,1
646,1,18,10,0.0,2,0,1,52795.15,88,4,18,0,0,0,1,0,0
627,1,38,8,106922.92,2,0,1,84270.09,89,5,9,1,0,1,1,1,0
505,1,26,8,112972.57,1,1,0,145011.62,90,11,11,1,0,1,1,0,0
566,0,35,1,123042.0,1,1,0,66245.44,99,8,6,2,1,1,0,1,0
619,0,33,3,100488.92,2,0,1,36446.74,11,1,17,2,1,1,1,1,0
757,0,44,4,123322.15,1,1,0,137136.29,59,1,18,3,1,0,1,0,0
648,1,32,0,0.0,1,0,1,117323.31,21,9,14,5,0,1,1,0,0
621,1,42,8,68683.68,1,1,1,74157.71,99,9,6,1,1,0,1,0,1
543,1,49,6,59532.18,1,1,0,104253.56,32,4,11,5,0,1,1,1,0
658,0,43,7,140260.36,2,1,0,2748.72,27,13,6,4,1,1,1,0,0
633,1,50,7,88302.65,1,1,1,195937.16,71,2,9,0,1,1,1,1,0
648,0,19,1,0.0,2,0,1,22101.86,71,13,19,3,1,0,1,0,0
501,1,40,5,114655.58,1,0,0,126535.92,47,9,9,4,0,0,0,1,0
683,0,42,4,148283.94,1,1,1,44692.63,76,14,4,4,0,0,1,0,0
619,0,38,1,0.0,1,1,0,112442.63,47,4,17,4,1,1,1,0,1
705,0,35,3,0.0,2,0,1,66331.01,76,6,8,2,0,1,1,0,0
638,0,53,1,123916.67,1,1,0,16657.68,70,12,15,5,1,1,0,1,0
710,0,31,1,0.0,2,1,0,20081.3,10,1,6,3,0,1,0,0,0
590,0,54,4,0.0,2,1,1,93820.49,54,12,9,3,0,1,0,0,0
725,1,43,2,165896.0,2,1,0,130795.52,37,9,4,5,0,0,1,0,0
638,0,32,0,0.0,2,1,0,160129.99,30,5,6,5,0,0,0,0,0
791,1,36,6,111168.97,1,1,1,189969.91,22,3,4,4,0,0,1,0,0
702,0,40,1,103549.24,1,0,0,9712.52,36,4,14,3,1,1,1,0,0
607,0,32,6,0.0,2,0,0,196062.01,16,1,18,6,0,0,0,0,0
535,1,30,6,103804.97,1,1,1,125710.53,31,14,9,5,1,0,1,0,0
651,1,45,2,165901.59,2,1,0,23054.51,83,9,7,3,1,1,1,0,0
506,1,59,8,119152.1,2,1,1,170679.74,62,14,8,2,1,1,1,1,0
511,0,57,8,122950.31,1,1,1,181258.76,88,8,10,1,1,1,0,0,1
757,0,51,1,0.0,1,1,1,22835.13,88,4,1,1,0,1,0,0,0
768,1,49,1,133384.66,1,1,0,102397.22,13,2,2,7,1,1,0,1,0
757,1,32,9,0.0,2,1,0,115950.96,32,14,12,4,0,0,1,0,0
663,1,64,6,0.0,2,0,1,15876.52,79,9,10,3,0,1,1,0,1
537,0,37,7,158411.95,4,1,1,117690.58,97,4,9,1,0,0,1,1,0
570,1,29,4,122028.65,2,1,1,173792.77,93,9,14,0,1,1,1,1,0
850,0,35,5,0.0,1,1,1,80992.8,93,10,5,0,1,1,1,0,0
661,0,64,8,128751.65,2,1,0,189398.18,85,3,0,3,0,1,1,1,0
659,1,54,8,133436.52,1,1,0,56787.8,42,7,13,5,0,1,1,0,0
454,1,40,2,123177.01,1,1,0,148309.98,37,7,17,3,0,1,0,0,1
708,0,59,2,0.0,1,1,0,179673.11,17,10,10,6,1,0,0,0,0
720,0,37,2,120328.88,2,1,1,138470.21,10,13,7,3,0,1,1,0,0
785,0,39,1,130147.98,1,1,0,163798.41,46,4,2,4,0,1,1,0,0
743,0,36,8,92716.96,1,1,1,33693.78,72,2,13,3,0,1,1,0,1
493,0,48,7,0.0,2,1,0,48545.1,31,11,1,5,0,1,1,0,1
557,1,34,3,0.0,1,0,1,123427.98,79,9,15,0,0,1,1,0,1
850,1,40,1,76914.21,1,1,0,174183.44,30,4,5,5,0,1,1,0,0
799,0,32,3,106045.92,2,1,1,17938.0,44,8,0,3,1,0,1,0,0
756,1,34,1,103133.26,1,1,1,90059.04,88,14,13,1,0,0,1,0,0
752,1,38,0,145974.79,2,1,1,137694.23,14,2,9,5,0,1,0,0,0
696,0,36,3,0.0,3,1,0,65039.9,69,8,5,4,1,0,0,0,1
630,0,49,1,0.0,2,0,1,162858.29,55,11,8,1,1,0,0,0,1
659,0,38,9,0.0,2,1,1,35701.06,59,10,6,1,0,1,1,0,1
685,1,39,9,0.0,2,1,1,18826.06,57,5,1,4,0,1,0,0,1
599,0,31,3,0.0,1,1,1,130086.47,15,7,10,5,0,0,0,0,1
559,0,31,1,139183.06,1,0,1,143360.56,98,7,13,1,0,0,0,0,1
615,1,19,5,0.0,2,1,0,159920.92,65,12,4,2,1,1,0,0,1
580,0,36,3,74974.89,1,1,1,12099.67,68,9,8,3,0,1,1,1,0
487,1,44,6,61691.45,1,1,1,53087.98,38,3,6,5,0,1,1,0,1
646,0,35,1,121952.75,2,1,1,142839.82,80,10,13,4,1,1,1,1,0
811,0,35,7,0.0,1,1,1,178.19,86,4,15,1,1,0,1,0,0
526,1,35,5,0.0,2,1,1,105618.14,27,10,15,5,1,1,1,0,1
767,1,37,7,0.0,2,1,1,24734.25,11,4,6,6,1,1,1,0,1
548,0,33,1,80107.83,2,0,1,82245.67,17,13,9,3,0,0,1,0,0
737,0,45,2,0.0,2,0,1,177695.67,84,10,5,3,1,0,1,0,1
613,1,40,1,147856.82,3,0,0,107961.11,63,5,16,3,1,0,1,1,0
711,1,36,8,0.0,2,1,0,55207.41,47,14,0,4,1,1,1,0,1
850,0,53,7,65407.16,2,0,0,182633.63,57,6,1,3,0,1,0,0,1
752,0,53,8,114233.18,1,1,1,51587.04,36,3,13,3,1,0,0,0,0
710,0,37,5,0.0,2,1,0,115403.31,29,13,3,4,1,0,1,0,0
664,0,53,7,187602.18,1,1,0,186392.99,21,4,8,4,1,0,1,0,1
510,0,22,3,156834.34,1,0,0,44374.44,52,3,5,4,1,0,0,0,0
577,0,34,2,0.0,2,1,1,84033.35,70,2,16,3,1,0,1,0,0
529,1,42,1,157498.9,1,1,1,82276.62,40,10,10,2,0,0,1,0,0
757,0,44,9,0.0,2,1,0,177528.92,70,12,3,2,1,1,0,0,1
691,1,41,2,0.0,1,1,1,56850.92,83,9,8,2,1,1,0,0,0
621,1,34,8,0.0,1,0,0,47972.65,76,1,15,1,1,0,1,0,1
709,1,35,2,0.0,2,1,0,104982.39,44,2,2,4,0,0,1,0,1
756,1,19,4,130274.22,1,1,1,133535.29,24,8,3,4,1,1,1,0,1
788,0,41,6,0.0,1,1,1,25571.37,25,7,2,2,0,0,1,0,0
705,0,39,5,149379.66,2,1,0,96075.55,22,12,12,5,0,0,1,0,0
483,1,29,9,0.0,1,1,1,81634.45,44,1,18,3,1,0,1,0,0
719,1,35,1,100829.94,1,1,1,165008.97,84,5,0,3,0,0,1,0,1
793,0,32,1,96408.98,1,1,1,138191.81,68,10,5,2,1,0,1,1,0
593,1,41,6,0.0,2,1,1,99136.49,30,6,2,3,0,1,1,0,0
551,1,52,1,0.0,1,0,0,63584.55,63,5,2,3,0,0,0,0,0
690,1,39,6,0.0,2,1,0,160532.88,84,4,15,3,0,0,0,0,0
823,1,71,5,149105.08,1,0,1,162683.06,39,14,9,5,1,0,1,0,0
512,1,39,3,0.0,1,1,0,134878.19,57,13,16,4,0,0,0,0,1
802,1,41,5,0.0,2,1,1,134626.3,44,1,6,3,0,1,0,0,1
450,0,34,2,0.0,2,1,0,175480.93,95,7,12,2,1,1,1,0,1
651,1,41,1,90218.11,1,1,0,174337.68,47,9,10,4,0,0,0,1,0
697,0,33,1,87347.7,1,1,0,172524.51,40,6,9,4,1,1,1,0,0
611,1,28,2,0.0,2,0,0,25395.83,87,3,6,2,0,1,1,0,0
643,0,33,0,137811.75,1,1,1,184856.89,33,10,5,3,0,1,1,0,0
822,1,37,3,105563.0,1,1,0,182624.93,58,14,0,4,0,0,1,0,0
632,1,38,4,0.0,2,0,0,192505.62,41,4,16,5,0,0,0,0,0
575,0,26,7,0.0,2,1,0,112507.63,64,10,11,3,0,1,1,0,1
672,1,31,6,91125.75,1,1,0,177295.92,88,5,3,3,1,0,0,0,0
517,1,39,3,0.0,2,0,1,12465.51,67,12,2,3,0,0,1,0,1
621,1,39,8,0.0,2,1,0,36122.96,12,12,5,4,1,1,1,0,1
775,0,77,6,135120.56,1,1,0,37836.64,89,1,15,2,1,1,1,1,0
600,1,29,8,0.0,2,0,1,34747.43,78,5,12,3,0,0,1,0,0
640,1,28,7,0.0,2,1,1,131097.9,94,1,8,1,1,1,1,0,0
752,0,36,1,86837.95,1,1,1,105280.55,19,9,10,4,1,1,0,0,0
613,1,26,4,100446.57,1,0,1,149653.81,92,7,19,2,0,0,1,0,0
484,0,32,3,0.0,2,1,1,139390.99,34,3,12,3,1,0,1,0,0
511,0,33,3,0.0,2,1,0,132436.71,77,9,18,3,1,0,0,0,0
745,0,32,2,0.0,4,0,1,179705.13,70,2,2,2,0,0,1,0,0
786,0,32,6,114512.59,1,1,0,15796.66,38,12,11,3,0,0,0,0,1
727,1,35,5,136364.46,1,0,0,142754.71,28,7,18,4,1,0,1,0,0
622,1,31,5,106260.67,1,1,1,2578.43,52,9,7,1,1,0,1,0,0
794,1,24,10,146126.75,1,1,1,88992.05,75,6,13,1,0,0,1,0,0
636,1,52,4,111284.53,1,0,1,32936.44,83,10,8,2,0,0,1,0,1
741,0,42,9,121056.63,2,1,0,39122.58,70,5,16,4,0,0,1,0,1
687,1,34,5,128270.56,1,1,0,191092.62,52,12,5,3,1,0,0,0,0
660,1,30,4,0.0,2,1,0,129149.06,34,7,3,3,1,0,1,0,1
660,1,35,7,0.0,2,1,0,13218.6,29,14,3,5,0,1,1,0,0
617,0,79,7,0.0,1,1,1,160589.18,57,6,18,4,1,0,0,0,0
762,1,32,10,191775.65,1,1,0,179657.83,92,5,11,3,0,0,1,0,0
752,0,35,2,0.0,1,1,0,44335.54,96,14,1,0,1,1,1,0,1
561,1,34,4,85141.79,2,1,1,29217.37,33,2,16,4,0,0,1,0,1
609,1,26,10,126392.18,1,0,1,43651.49,20,8,14,5,1,0,1,0,0
803,1,28,3,0.0,2,1,0,159654.0,64,13,9,4,1,0,1,0,0
556,0,40,9,129860.37,1,0,0,17992.94,37,7,2,4,0,1,1,0,0
531,0,53,5,127642.44,1,1,0,141501.45,78,6,19,2,0,1,1,0,0
411,0,35,2,0.0,2,1,1,93825.78,72,5,3,2,0,0,0,0,0
587,0,44,5,125584.17,2,1,1,41852.24,68,5,0,3,1,0,0,1,0
683,1,56,7,50911.21,3,0,0,97629.31,14,9,0,5,0,1,0,0,1
654,1,29,2,91955.61,1,1,0,37065.66,60,1,17,2,0,0,1,0,0
670,0,36,2,84266.44,2,0,0,38614.69,30,9,3,6,1,1,0,1,0
655,0,36,2,147149.59,1,1,1,87816.86,21,6,14,5,0,0,1,0,0
752,0,36,7,0.0,2,1,0,184866.86,59,4,9,5,0,0,0,0,0
534,0,23,5,104822.45,1,0,1,160176.47,13,10,16,6,1,0,1,0,0
635,1,42,1,146766.72,2,0,1,164357.1,51,14,11,2,0,0,1,0,0
491,1,70,6,148745.92,2,1,1,17818.33,93,7,19,2,1,0,0,1,0
516,1,27,9,0.0,1,1,0,142680.64,47,9,11,4,0,1,1,0,0
530,0,48,0,0.0,1,1,0,85081.09,34,5,15,3,1,0,1,0,0
687,1,35,3,0.0,2,1,1,176450.19,23,14,4,3,0,0,1,0,1
684,0,41,6,135203.81,2,1,1,121967.88,84,5,15,2,1,0,0,0,0
706,1,23,2,93301.97,2,0,1,127187.04,41,8,16,4,1,1,1,1,0
490,1,33,5,96341.0,2,0,0,108313.34,20,7,14,7,1,0,1,1,0
796,1,44,8,165326.2,1,1,1,57205.55,70,13,12,2,1,0,1,0,0
849,1,27,0,0.0,2,0,1,157891.86,27,13,7,2,1,0,1,0,0
779,0,41,10,99786.2,1,1,0,86927.53,36,8,1,4,1,0,1,0,0
794,0,22,4,114440.24,1,1,1,107753.07,64,11,7,3,1,1,1,0,1
748,1,36,4,141573.55,1,1,0,82158.14,63,12,9,3,1,0,1,0,1
663,0,22,9,0.0,1,1,0,29135.89,91,10,6,2,0,0,1,0,1
645,0,55,1,133676.65,1,0,1,17095.49,96,2,9,1,1,1,1,0,1
464,0,33,10,147493.7,2,1,0,100447.53,84,9,3,3,1,0,1,0,0
737,1,54,9,0.0,1,1,0,83470.4,30,3,10,5,1,1,1,0,0
590,0,29,4,0.0,2,1,0,121846.81,53,6,8,3,0,1,0,0,0
522,0,37,3,95022.57,1,1,1,129107.59,14,6,3,4,0,0,1,1,0
648,0,34,3,0.0,1,1,0,54726.43,96,2,2,1,1,0,0,0,0
754,1,37,6,0.0,1,1,1,116141.72,50,12,10,1,1,1,1,0,0
669,1,50,4,149713.61,3,1,1,124872.42,68,13,2,2,0,0,1,0,0
648,0,43,1,107963.38,1,0,0,186438.86,98,7,17,0,0,0,1,1,0
763,1,40,3,0.0,2,1,0,134281.11,63,9,18,4,0,0,1,0,0
790,1,32,3,0.0,1,1,0,91044.47,83,12,13,3,1,0,1,0,1
581,1,37,7,0.0,2,1,1,74320.75,31,10,10,3,0,0,1,0,0
703,1,43,8,0.0,2,1,0,9704.66,92,11,1,2,1,0,1,0,0
571,0,33,9,102017.25,2,0,0,128600.49,74,1,1,4,0,0,1,0,0
657,0,27,8,0.0,2,0,0,6468.24,73,8,1,3,1,1,1,0,1
737,1,44,7,0.0,2,0,0,57898.58,80,2,9,4,0,0,0,0,0
793,1,29,8,96674.55,2,0,0,192120.66,13,14,14,5,0,0,1,0,1
783,0,44,3,81811.71,1,1,0,164213.53,74,1,11,4,0,0,1,0,1
751,1,33,4,79281.61,1,1,0,117547.76,24,8,10,5,0,0,0,0,1
579,1,31,6,0.0,2,1,0,26149.25,85,2,16,2,1,0,1,0,0
655,0,36,10,122314.39,1,1,0,9181.66,31,6,17,5,0,0,1,1,0
614,1,43,8,140733.74,1,1,1,166588.76,95,6,13,2,0,0,1,1,0
678,1,49,2,116933.11,1,1,0,195053.58,56,5,16,3,1,1,1,1,0
562,1,41,5,165445.04,2,1,0,85787.31,90,8,14,1,1,0,1,0,1
711,0,53,5,123805.03,1,1,0,102428.51,55,3,11,3,0,0,0,1,0
620,1,37,0,107548.94,1,1,0,71175.94,23,13,15,3,0,1,1,0,0
437,1,49,9,111634.29,2,0,1,166440.32,59,10,5,2,0,0,1,0,0
691,0,41,8,109153.96,3,1,1,148848.76,29,4,1,3,1,0,0,1,0
552,0,34,4,0.0,2,1,0,140286.69,59,7,1,3,0,1,1,0,1
765,1,34,5,86055.17,2,1,1,104220.5,42,7,15,3,0,0,1,1,0
707,0,51,10,98438.23,1,0,0,70778.63,68,13,1,4,1,1,1,1,0
764,1,29,5,0.0,2,1,0,65868.28,52,12,7,4,1,0,0,0,1
585,0,32,8,144705.87,2,0,0,171482.56,88,14,6,2,1,1,0,0,0
784,1,31,7,0.0,2,1,1,143204.41,21,8,0,4,1,0,1,0,0
605,1,41,5,91612.91,1,1,1,28427.84,49,2,3,4,1,1,1,0,0
699,1,40,2,0.0,1,1,0,78387.32,29,11,10,5,0,1,1,0,1
544,0,40,7,0.0,1,0,1,161076.92,47,12,19,3,0,0,0,0,0
803,0,32,9,192122.84,1,1,1,54277.45,12,2,6,6,0,1,1,0,0
735,1,41,7,179904.0,1,1,1,137180.95,37,4,17,3,1,0,1,0,0
673,1,59,0,178058.06,2,0,1,21063.71,65,13,3,3,0,1,1,0,0
